M","cd","cl
0.0","[0.0336, 0.0372, 0.0592, 0.0736, 0.1236]","[0.633, 0.658, 0.883, 0.971, 1.258]
0.4","[0.0336, 0.0372, 0.0592, 0.0736, 0.1236]","[0.770, 0.797, 1.043, 1.138, 1.452]
0.5","[0.0336, 0.0372, 0.0592, 0.0736, 0.1236]","[0.875, 0.904, 1.164, 1.265, 1.597]
0.6","[0.0336, 0.0372, 0.0592, 0.0736, 0.1236]","[1.048, 1.08, 1.361, 1.47, 1.83]
