,0,1
mach,0.05,0.0
reynolds,1000000,1000000
cl_max_2d,1.4528,1.4537
cl_min_2d,-0.4473,-0.4469
alpha,"[-30.0, -29.5, -29.0, -28.5, -28.0, -27.5, -27.0, -26.5, -26.0, -25.5, -25.0, -24.5, -24.0, -23.5, -23.0, -22.5, -22.0, -21.5, -21.0, -20.5, -20.0, -19.5, -19.0, -18.5, -18.0, -17.5, -17.0, -16.5, -16.0, -15.5, -15.0, -14.5, -14.0, -13.0, -12.5, -12.0, -11.5, -11.0, -10.5, -10.0, -9.5, -9.0, -8.5, -8.0, -7.5, -7.0, -6.5, -6.0, -5.5, -5.0, -4.5, -4.0, -3.5, -3.0, -2.5, -2.0, -1.5, -1.0, -0.5, 0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0]","[-30.0, -29.5, -29.0, -28.5, -28.0, -27.5, -27.0, -26.5, -26.0, -25.5, -25.0, -24.5, -24.0, -23.5, -23.0, -22.5, -22.0, -21.5, -21.0, -20.5, -20.0, -19.5, -19.0, -18.5, -18.0, -17.5, -17.0, -16.5, -16.0, -15.5, -15.0, -14.5, -14.0, -13.5, -13.0, -12.5, -12.0, -11.5, -11.0, -10.5, -10.0, -9.5, -9.0, -8.5, -8.0, -7.5, -7.0, -6.5, -6.0, -5.5, -5.0, -4.5, -4.0, -3.5, -3.0, -2.5, -2.0, -1.5, -1.0, 0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0]"
cl,"[-0.9719, -0.9576, -0.9422, -0.9256, -0.911, -0.8963, -0.8808, -0.8644, -0.8471, -0.8305, -0.8152, -0.7988, -0.782, -0.7648, -0.747, -0.7301, -0.7137, -0.6966, -0.6792, -0.6618, -0.6441, -0.6282, -0.6112, -0.5942, -0.5774, -0.5607, -0.5444, -0.5313, -0.516, -0.5001, -0.4848, -0.4704, -0.4572, -0.4398, -0.4246, -0.4115, -0.3994, -0.3889, -0.3902, -0.3765, -0.3668, -0.3646, -0.4473, -0.4014, -0.3445, -0.2891, -0.239, -0.1859, -0.1317, -0.0772, -0.022, 0.0335, 0.0891, 0.1449, 0.2006, 0.2561, 0.3116, 0.3671, 0.422, 0.4766, 0.5293, 0.5811, 0.6349, 0.689, 0.7427, 0.8483, 0.8964, 0.9381, 0.9834, 1.0319, 1.0813, 1.1299, 1.1754, 1.2198, 1.2614, 1.2998, 1.3349, 1.3622, 1.3833, 1.4023, 1.4202, 1.4371, 1.4528, 1.4662, 1.4752, 1.4777, 1.4699, 1.4509, 1.4238, 1.4182, 0.7764, 0.7771, 0.7816, 0.7638, 0.7671, 0.7734, 0.7808, 0.7729, 0.7781, 0.7854, 0.7907, 0.789, 0.7944, 0.8009, 0.8016, 0.8062, 0.8112, 0.8171, 0.8178, 0.8218, 0.826, 0.8306, 0.8318, 0.8351, 0.8383, 0.8414, 0.8433]","[-0.9708, -0.9565, -0.9411, -0.9246, -0.91, -0.8954, -0.8798, -0.8635, -0.8463, -0.8297, -0.8144, -0.7981, -0.7813, -0.7642, -0.7464, -0.7296, -0.7132, -0.6961, -0.6788, -0.6614, -0.6438, -0.628, -0.6109, -0.594, -0.5772, -0.5606, -0.5443, -0.5313, -0.5161, -0.5002, -0.4849, -0.4706, -0.4574, -0.4494, -0.4402, -0.425, -0.4119, -0.3999, -0.3894, -0.3909, -0.3772, -0.3676, -0.3654, -0.4469, -0.4013, -0.344, -0.2885, -0.2385, -0.1854, -0.1314, -0.0769, -0.0218, 0.0335, 0.0891, 0.1448, 0.2004, 0.2557, 0.3113, 0.3666, 0.476, 0.5286, 0.5803, 0.634, 0.6881, 0.7417, 0.8472, 0.8952, 0.937, 0.9822, 1.0305, 1.0799, 1.1285, 1.174, 1.2185, 1.2602, 1.2988, 1.3342, 1.3623, 1.3836, 1.4028, 1.4207, 1.4378, 1.4537, 1.4676, 1.4774, 1.4813, 1.4755, 1.4582, 1.4324]"
cd,"[0.35913, 0.35414, 0.3482, 0.34129, 0.33564, 0.33095, 0.3257, 0.31963, 0.31282, 0.30594, 0.30094, 0.2956, 0.28984, 0.2836, 0.27664, 0.26948, 0.26401, 0.25844, 0.2525, 0.24625, 0.23901, 0.23133, 0.22557, 0.21986, 0.21382, 0.20745, 0.20027, 0.19218, 0.18557, 0.17984, 0.17373, 0.16727, 0.16039, 0.14392, 0.13825, 0.13229, 0.12599, 0.11925, 0.10906, 0.104, 0.09845, 0.09277, 0.0311, 0.01937, 0.01544, 0.01354, 0.01148, 0.01045, 0.00959, 0.0088, 0.00834, 0.00792, 0.00752, 0.00724, 0.00699, 0.00679, 0.00663, 0.00653, 0.00646, 0.00637, 0.00567, 0.00527, 0.00561, 0.00593, 0.00629, 0.00721, 0.00816, 0.00985, 0.0111, 0.01196, 0.01265, 0.01336, 0.01435, 0.01535, 0.01651, 0.0178, 0.01921, 0.02086, 0.02273, 0.0249, 0.02739, 0.03018, 0.03329, 0.03682, 0.04094, 0.04593, 0.05225, 0.06021, 0.06966, 0.07718, 0.17321, 0.1794, 0.18414, 0.19867, 0.20486, 0.20994, 0.21436, 0.22649, 0.2323, 0.237, 0.24303, 0.25312, 0.25886, 0.26377, 0.27342, 0.27979, 0.28546, 0.29035, 0.30083, 0.30734, 0.31317, 0.31822, 0.32885, 0.3359, 0.34203, 0.34732, 0.35742]","[0.35871, 0.35373, 0.3478, 0.3409, 0.33528, 0.3306, 0.32537, 0.31931, 0.31251, 0.30566, 0.30066, 0.29534, 0.28959, 0.28338, 0.27641, 0.26926, 0.2638, 0.25825, 0.25232, 0.24609, 0.23884, 0.23117, 0.22542, 0.21972, 0.21369, 0.20733, 0.20017, 0.19206, 0.18545, 0.17973, 0.17363, 0.16718, 0.16031, 0.15151, 0.14379, 0.13813, 0.13218, 0.12589, 0.11915, 0.10891, 0.10385, 0.09832, 0.09264, 0.03029, 0.01886, 0.01525, 0.01346, 0.01142, 0.01041, 0.00956, 0.00879, 0.00833, 0.00792, 0.00751, 0.00724, 0.00699, 0.00679, 0.00662, 0.00653, 0.00636, 0.00565, 0.00527, 0.0056, 0.00592, 0.00629, 0.0072, 0.00815, 0.00982, 0.01109, 0.01194, 0.01263, 0.01334, 0.01431, 0.0153, 0.01645, 0.01773, 0.01912, 0.02075, 0.02258, 0.02472, 0.02716, 0.02991, 0.03296, 0.0364, 0.04041, 0.04522, 0.05129, 0.05898, 0.06816]"
cdp,"[0.35745, 0.35244, 0.34649, 0.33958, 0.33392, 0.32922, 0.32396, 0.31788, 0.31107, 0.30419, 0.29917, 0.29383, 0.28805, 0.28181, 0.27484, 0.26768, 0.2622, 0.25662, 0.25068, 0.24442, 0.23717, 0.2295, 0.22373, 0.21802, 0.21197, 0.20561, 0.19842, 0.19033, 0.18373, 0.178, 0.17189, 0.16543, 0.15855, 0.1421, 0.13644, 0.13049, 0.1242, 0.11746, 0.1073, 0.10225, 0.09674, 0.0911, 0.02874, 0.01582, 0.01122, 0.00895, 0.0066, 0.00542, 0.00441, 0.0035, 0.00296, 0.00246, 0.00202, 0.00169, 0.00143, 0.00125, 0.00113, 0.00106, 0.00104, 0.00107, 0.0012, 0.0013, 0.00141, 0.00154, 0.00171, 0.00217, 0.00265, 0.00355, 0.00437, 0.0051, 0.00581, 0.00655, 0.00759, 0.00865, 0.0099, 0.01129, 0.01279, 0.01456, 0.01655, 0.01886, 0.0215, 0.02445, 0.02776, 0.0315, 0.03589, 0.04118, 0.04787, 0.05622, 0.06603, 0.07368, 0.17176, 0.17795, 0.1827, 0.19722, 0.20343, 0.20852, 0.21295, 0.22509, 0.23091, 0.23562, 0.24166, 0.25176, 0.25752, 0.26245, 0.27211, 0.27849, 0.28418, 0.28909, 0.29958, 0.3061, 0.31196, 0.31703, 0.32766, 0.33473, 0.34088, 0.34619, 0.35629]","[0.35703, 0.35203, 0.34609, 0.33919, 0.33356, 0.32887, 0.32363, 0.31757, 0.31076, 0.3039, 0.2989, 0.29357, 0.28781, 0.28158, 0.27461, 0.26746, 0.262, 0.25643, 0.2505, 0.24426, 0.23701, 0.22934, 0.22358, 0.21788, 0.21185, 0.20549, 0.19832, 0.19021, 0.18361, 0.17789, 0.17179, 0.16534, 0.15847, 0.14968, 0.14197, 0.13631, 0.13037, 0.12409, 0.11737, 0.10715, 0.10211, 0.0966, 0.09097, 0.02785, 0.01521, 0.01099, 0.00884, 0.00652, 0.00537, 0.00437, 0.00348, 0.00295, 0.00245, 0.00201, 0.00169, 0.00143, 0.00125, 0.00113, 0.00106, 0.00107, 0.0012, 0.0013, 0.0014, 0.00153, 0.0017, 0.00216, 0.00264, 0.00353, 0.00435, 0.00507, 0.00578, 0.00652, 0.00754, 0.0086, 0.00983, 0.01121, 0.01269, 0.01443, 0.01639, 0.01866, 0.02125, 0.02415, 0.02739, 0.03104, 0.0353, 0.04041, 0.04684, 0.05492, 0.06446]"
cm,"[0.126, 0.1207, 0.1156, 0.1103, 0.1053, 0.1002, 0.0953, 0.0903, 0.0853, 0.0801, 0.0757, 0.0711, 0.0664, 0.0619, 0.0571, 0.052, 0.0483, 0.0441, 0.0399, 0.0357, 0.0313, 0.0262, 0.0233, 0.0198, 0.0162, 0.0126, 0.0088, 0.004, 0.0014, -0.0012, -0.0041, -0.0071, -0.01, -0.0177, -0.0191, -0.0213, -0.0238, -0.0264, -0.0313, -0.0325, -0.0342, -0.035, -0.096, -0.1046, -0.1069, -0.1073, -0.1067, -0.1063, -0.1059, -0.1055, -0.1052, -0.105, -0.1048, -0.1047, -0.1045, -0.1044, -0.1043, -0.1042, -0.104, -0.1039, -0.1038, -0.1025, -0.1021, -0.1018, -0.1015, -0.1006, -0.0995, -0.0975, -0.0959, -0.0948, -0.0938, -0.0927, -0.091, -0.0893, -0.0871, -0.0844, -0.0813, -0.0769, -0.0717, -0.0668, -0.0622, -0.058, -0.0541, -0.0504, -0.0469, -0.0436, -0.0408, -0.039, -0.0389, -0.0379, -0.0701, -0.0727, -0.0747, -0.0807, -0.0832, -0.0852, -0.0868, -0.0916, -0.094, -0.0958, -0.0978, -0.1018, -0.1041, -0.1061, -0.1093, -0.1117, -0.114, -0.1159, -0.1191, -0.1215, -0.1239, -0.1259, -0.1288, -0.1312, -0.1336, -0.1359, -0.1384]","[0.1257, 0.1205, 0.1154, 0.1101, 0.1051, 0.1001, 0.0951, 0.0902, 0.0852, 0.08, 0.0756, 0.071, 0.0663, 0.0618, 0.057, 0.0519, 0.0482, 0.044, 0.0398, 0.0357, 0.0313, 0.0261, 0.0233, 0.0198, 0.0162, 0.0126, 0.0088, 0.004, 0.0014, -0.0012, -0.0041, -0.007, -0.01, -0.0146, -0.0177, -0.0191, -0.0213, -0.0237, -0.0264, -0.0313, -0.0325, -0.0342, -0.035, -0.0966, -0.1045, -0.1067, -0.1071, -0.1065, -0.1061, -0.1057, -0.1054, -0.1051, -0.1048, -0.1047, -0.1045, -0.1044, -0.1043, -0.1042, -0.1041, -0.1038, -0.1036, -0.1024, -0.102, -0.1017, -0.1014, -0.1005, -0.0994, -0.0974, -0.0959, -0.0947, -0.0937, -0.0927, -0.0911, -0.0893, -0.0872, -0.0846, -0.0815, -0.0774, -0.0722, -0.0673, -0.0627, -0.0584, -0.0546, -0.0509, -0.0474, -0.0441, -0.0412, -0.0392, -0.0387]"
