,0,1
mach,0.05,0.0
reynolds,1000000,1000000
cl_max_2d,1.4974,1.4983
cl_min_2d,-1.1445,-1.1589
alpha,"[-30.0, -29.5, -29.0, -28.5, -28.0, -27.5, -27.0, -26.5, -26.0, -25.5, -25.0, -24.5, -24.0, -23.5, -23.0, -22.5, -22.0, -21.5, -21.0, -20.5, -20.0, -19.5, -19.0, -18.5, -18.0, -17.5, -17.0, -16.5, -16.0, -15.0, -14.5, -14.0, -13.5, -13.0, -12.5, -12.0, -11.5, -11.0, -10.5, -10.0, -9.5, -9.0, -8.5, -8.0, -7.5, -7.0, -6.5, -6.0, -5.5, -5.0, -4.0, -3.5, -3.0, -2.5, -2.0, -1.5, -1.0, -0.5, 0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 16.0, 16.5, 17.0, 18.0, 19.0, 19.5, 20.0, 20.5, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0]","[-30.0, -29.5, -29.0, -28.5, -28.0, -27.5, -27.0, -26.5, -26.0, -25.5, -25.0, -24.5, -24.0, -23.5, -23.0, -22.5, -22.0, -21.5, -21.0, -20.5, -20.0, -19.5, -19.0, -18.5, -18.0, -17.5, -17.0, -16.5, -16.0, -15.5, -15.0, -14.5, -14.0, -13.5, -13.0, -12.5, -12.0, -11.5, -11.0, -10.5, -10.0, -9.5, -8.5, -8.0, -7.5, -7.0, -6.5, -6.0, -5.5, -5.0, -4.0, -3.5, -3.0, -2.5, -2.0, -1.5, -1.0, -0.5, 0.0, 0.5, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0]"
cl,"[-0.8892, -0.8798, -0.8878, -0.8818, -0.8881, -0.8811, -0.8787, -0.8794, -0.8793, -0.8811, -0.8824, -0.8872, -0.8905, -0.8959, -0.9077, -0.9173, -0.9302, -0.9526, -0.9755, -1.0004, -1.0326, -1.0846, -1.1379, -1.1514, -1.1445, -1.126, -1.1003, -1.0681, -1.0311, -0.9648, -0.9346, -0.9054, -0.8702, -0.8363, -0.7964, -0.7585, -0.7198, -0.6779, -0.631, -0.5843, -0.5353, -0.4861, -0.4361, -0.3853, -0.3343, -0.2826, -0.2302, -0.1777, -0.1263, -0.0748, 0.0286, 0.0805, 0.1316, 0.1818, 0.2342, 0.2849, 0.3341, 0.3855, 0.4312, 0.4796, 0.5257, 0.5749, 0.6259, 0.6744, 0.726, 0.7738, 0.8226, 0.8705, 0.9167, 0.96, 0.996, 1.0502, 1.0977, 1.1355, 1.1734, 1.2088, 1.2452, 1.2811, 1.3124, 1.3419, 1.37, 1.4002, 1.4253, 1.4455, 1.4661, 1.4838, 1.4974, 1.5075, 1.5137, 1.5181, 1.5173, 1.5148, 1.509, 1.5026, 1.4941, 1.4982, 1.4928, 1.4807, 1.4735, 1.4643, 1.4642, 1.4592, 1.4617, 1.4605, 1.4624, 1.4636, 1.4637, 1.4607, 1.459, 1.4605, 1.4583, 1.4586, 1.4582, 1.4612, 1.4609]","[-0.8905, -0.8871, -0.8898, -0.886, -0.8913, -0.8849, -0.8844, -0.883, -0.8831, -0.8848, -0.8868, -0.8929, -0.8964, -0.9019, -0.9134, -0.9222, -0.9371, -0.9601, -0.9846, -1.0096, -1.0425, -1.0942, -1.1478, -1.1589, -1.1493, -1.13, -1.1024, -1.0694, -1.0319, -0.9901, -0.9652, -0.9354, -0.9056, -0.8706, -0.8362, -0.7961, -0.7584, -0.7198, -0.6775, -0.6303, -0.5837, -0.5348, -0.4355, -0.3847, -0.3338, -0.2821, -0.2298, -0.1773, -0.126, -0.0746, 0.029, 0.0807, 0.1317, 0.1817, 0.2344, 0.2849, 0.3344, 0.3855, 0.4318, 0.4798, 0.5747, 0.6257, 0.674, 0.7257, 0.7733, 0.8223, 0.8699, 0.9164, 0.9594, 0.9954, 1.0495, 1.0976, 1.1352, 1.1731, 1.2082, 1.2452, 1.2809, 1.3122, 1.3417, 1.3706, 1.4005, 1.4253, 1.4459, 1.4669, 1.4846, 1.4983, 1.5084, 1.5148, 1.5194, 1.5216, 1.5207, 1.5178, 1.5123, 1.5122, 1.5048, 1.5067, 1.4992, 1.5011, 1.4951, 1.4911, 1.4841, 1.4766, 1.4679, 1.4683, 1.4632, 1.4635, 1.4632, 1.4652, 1.4662, 1.4659, 1.4625, 1.4627, 1.4623, 1.4606, 1.4602, 1.4621, 1.4623, 1.4626]"
cd,"[0.22806, 0.22268, 0.21378, 0.20772, 0.19934, 0.19346, 0.18671, 0.17942, 0.17239, 0.16508, 0.15791, 0.15025, 0.14295, 0.13545, 0.12711, 0.11934, 0.11128, 0.10229, 0.09365, 0.08526, 0.07662, 0.06662, 0.05773, 0.04905, 0.04212, 0.03643, 0.03141, 0.02784, 0.02471, 0.02045, 0.01902, 0.01768, 0.01672, 0.01573, 0.01503, 0.0143, 0.01379, 0.01326, 0.01285, 0.01235, 0.01197, 0.01162, 0.01124, 0.01092, 0.01065, 0.01042, 0.01022, 0.01007, 0.00991, 0.00981, 0.00964, 0.00955, 0.00951, 0.00952, 0.0095, 0.00948, 0.0095, 0.00947, 0.00952, 0.0095, 0.00956, 0.00958, 0.00965, 0.00983, 0.00994, 0.01017, 0.01039, 0.01062, 0.0109, 0.01122, 0.01171, 0.01242, 0.01304, 0.01379, 0.01465, 0.01569, 0.01676, 0.01791, 0.01934, 0.02097, 0.02277, 0.02452, 0.02668, 0.02928, 0.03195, 0.03497, 0.03841, 0.04227, 0.04661, 0.05642, 0.0618, 0.06749, 0.07924, 0.0914, 0.09821, 0.10356, 0.11012, 0.12362, 0.1306, 0.13794, 0.14408, 0.15088, 0.15666, 0.16301, 0.1689, 0.17487, 0.181, 0.18759, 0.194, 0.19989, 0.20636, 0.21241, 0.21855, 0.22405, 0.23012]","[0.22732, 0.22073, 0.21296, 0.2065, 0.19834, 0.19237, 0.1853, 0.17844, 0.17138, 0.16412, 0.15685, 0.14901, 0.14171, 0.13422, 0.12596, 0.11832, 0.11, 0.10095, 0.09211, 0.08373, 0.07509, 0.06518, 0.05634, 0.04781, 0.04123, 0.03567, 0.03088, 0.02745, 0.02441, 0.02217, 0.02028, 0.01886, 0.01757, 0.01661, 0.01566, 0.01498, 0.01425, 0.01375, 0.01322, 0.01282, 0.01232, 0.01194, 0.01122, 0.0109, 0.01064, 0.0104, 0.0102, 0.01006, 0.0099, 0.0098, 0.00963, 0.00954, 0.0095, 0.00951, 0.00949, 0.00947, 0.00948, 0.00946, 0.0095, 0.00949, 0.00957, 0.00963, 0.00981, 0.00991, 0.01015, 0.01036, 0.01059, 0.01086, 0.01119, 0.01167, 0.01238, 0.01298, 0.01372, 0.01458, 0.01562, 0.01664, 0.01779, 0.01922, 0.02083, 0.02257, 0.02431, 0.02648, 0.02903, 0.03166, 0.03465, 0.03807, 0.04189, 0.04619, 0.05076, 0.05572, 0.06109, 0.0668, 0.07289, 0.0785, 0.08502, 0.09051, 0.09718, 0.1028, 0.10941, 0.11585, 0.12273, 0.12972, 0.13697, 0.143, 0.1498, 0.15587, 0.16207, 0.16791, 0.1739, 0.18008, 0.18672, 0.19278, 0.19894, 0.20531, 0.21144, 0.21716, 0.22314, 0.22905]"
cdp,"[0.22535, 0.21998, 0.21098, 0.20492, 0.19641, 0.19054, 0.18374, 0.17636, 0.16932, 0.16195, 0.1547, 0.147, 0.13962, 0.13204, 0.12364, 0.11576, 0.1076, 0.09853, 0.08977, 0.08125, 0.07245, 0.06229, 0.05324, 0.04439, 0.03729, 0.03145, 0.02634, 0.02268, 0.0195, 0.01513, 0.01363, 0.01222, 0.01116, 0.01013, 0.00934, 0.00853, 0.00796, 0.00739, 0.00689, 0.0064, 0.00597, 0.00556, 0.00519, 0.00486, 0.00457, 0.00432, 0.0041, 0.00391, 0.00373, 0.00358, 0.00337, 0.00328, 0.00323, 0.0032, 0.00319, 0.00319, 0.00323, 0.00326, 0.00332, 0.00338, 0.0035, 0.00366, 0.00386, 0.00413, 0.00437, 0.00469, 0.00501, 0.00539, 0.00582, 0.00631, 0.00689, 0.00755, 0.00811, 0.0088, 0.0096, 0.01057, 0.0116, 0.01272, 0.0141, 0.01569, 0.01746, 0.01921, 0.02136, 0.02394, 0.02662, 0.02964, 0.03309, 0.03695, 0.0413, 0.05117, 0.0566, 0.06233, 0.07423, 0.08655, 0.09343, 0.09887, 0.10549, 0.11911, 0.12615, 0.13355, 0.13978, 0.14665, 0.15251, 0.15894, 0.16491, 0.17093, 0.17713, 0.18378, 0.19025, 0.19619, 0.20272, 0.20884, 0.21504, 0.2206, 0.22673]","[0.22462, 0.218, 0.21016, 0.20367, 0.1954, 0.18943, 0.18231, 0.17538, 0.1683, 0.16097, 0.15363, 0.14574, 0.13836, 0.1308, 0.12247, 0.11472, 0.10631, 0.09716, 0.0882, 0.07967, 0.07088, 0.06081, 0.05181, 0.0431, 0.03635, 0.03066, 0.02579, 0.02226, 0.01919, 0.01688, 0.01494, 0.01345, 0.0121, 0.01104, 0.01005, 0.00928, 0.00847, 0.00792, 0.00735, 0.00686, 0.00636, 0.00593, 0.00517, 0.00484, 0.00455, 0.0043, 0.00408, 0.0039, 0.00372, 0.00357, 0.00336, 0.00327, 0.00322, 0.00319, 0.00317, 0.00318, 0.00322, 0.00325, 0.00331, 0.00337, 0.00365, 0.00384, 0.00412, 0.00435, 0.00467, 0.00498, 0.00536, 0.00578, 0.00627, 0.00685, 0.0075, 0.00805, 0.00873, 0.00952, 0.01049, 0.01148, 0.0126, 0.01398, 0.01555, 0.01725, 0.01899, 0.02115, 0.02369, 0.02631, 0.02931, 0.03273, 0.03656, 0.04087, 0.04546, 0.05045, 0.05587, 0.06163, 0.06778, 0.07347, 0.08005, 0.08564, 0.09238, 0.09809, 0.10477, 0.11127, 0.11821, 0.12525, 0.13257, 0.13868, 0.14554, 0.15171, 0.15799, 0.16389, 0.16995, 0.1762, 0.18288, 0.18901, 0.19522, 0.20166, 0.20785, 0.21363, 0.21967, 0.22565]"
cm,"[0.003, -0.0025, -0.01, -0.0157, -0.0227, -0.0279, -0.0336, -0.0394, -0.0449, -0.0504, -0.0556, -0.0609, -0.0657, -0.0703, -0.0752, -0.0794, -0.0835, -0.0876, -0.0911, -0.0939, -0.0961, -0.0979, -0.0977, -0.103, -0.1086, -0.1138, -0.1191, -0.1224, -0.1256, -0.126, -0.124, -0.1215, -0.1192, -0.1167, -0.1145, -0.1119, -0.1091, -0.1068, -0.1052, -0.1037, -0.1024, -0.1012, -0.1, -0.099, -0.0979, -0.097, -0.0962, -0.0953, -0.0942, -0.0932, -0.0912, -0.0902, -0.0891, -0.0878, -0.0869, -0.0857, -0.0843, -0.0833, -0.0812, -0.0796, -0.0776, -0.0764, -0.0755, -0.0742, -0.0735, -0.0722, -0.071, -0.0698, -0.0682, -0.066, -0.0623, -0.0629, -0.0623, -0.06, -0.0579, -0.0556, -0.0536, -0.0517, -0.0494, -0.0471, -0.0449, -0.0431, -0.041, -0.0388, -0.0369, -0.035, -0.0331, -0.0314, -0.0298, -0.0272, -0.0262, -0.0255, -0.025, -0.0256, -0.0263, -0.0272, -0.0284, -0.032, -0.0343, -0.0372, -0.0399, -0.0432, -0.0464, -0.0501, -0.0538, -0.0578, -0.0621, -0.0669, -0.0718, -0.0766, -0.082, -0.0872, -0.0927, -0.098, -0.1038]","[0.0027, -0.0035, -0.0103, -0.0162, -0.0231, -0.0284, -0.0343, -0.0398, -0.0453, -0.0507, -0.056, -0.0613, -0.0661, -0.0707, -0.0755, -0.0796, -0.0838, -0.0879, -0.0915, -0.0942, -0.0964, -0.0981, -0.0978, -0.1032, -0.1086, -0.1137, -0.1189, -0.1221, -0.1252, -0.1274, -0.1255, -0.1234, -0.1209, -0.1186, -0.1161, -0.114, -0.1114, -0.1085, -0.1064, -0.1049, -0.1033, -0.1021, -0.0998, -0.0988, -0.0977, -0.0968, -0.096, -0.0951, -0.0941, -0.093, -0.0911, -0.0901, -0.089, -0.0877, -0.0869, -0.0857, -0.0844, -0.0833, -0.0813, -0.0797, -0.0764, -0.0756, -0.0742, -0.0736, -0.0722, -0.0711, -0.0699, -0.0683, -0.0661, -0.0624, -0.063, -0.0626, -0.0603, -0.0581, -0.0558, -0.0539, -0.0519, -0.0496, -0.0474, -0.0452, -0.0434, -0.0413, -0.0391, -0.0372, -0.0353, -0.0335, -0.0317, -0.0301, -0.0286, -0.0275, -0.0265, -0.0258, -0.0253, -0.0252, -0.0253, -0.0257, -0.0264, -0.0273, -0.0285, -0.03, -0.032, -0.0343, -0.037, -0.0397, -0.043, -0.0462, -0.0498, -0.0535, -0.0575, -0.0618, -0.0666, -0.0713, -0.0762, -0.0815, -0.0868, -0.092, -0.0975, -0.1032]"
