,0,1
mach,0.05,0.0
reynolds,1000000,1000000
cl_max_2d,1.2642,1.2662
cl_min_2d,-0.885,-0.8969
alpha,"[-30.0, -29.5, -29.0, -28.5, -28.0, -27.5, -27.0, -26.5, -26.0, -25.5, -25.0, -24.5, -24.0, -23.5, -23.0, -22.5, -22.0, -21.5, -21.0, -20.5, -20.0, -19.5, -19.0, -18.5, -18.0, -17.5, -17.0, -16.5, -16.0, -15.5, -15.0, -14.5, -14.0, -13.5, -13.0, -12.5, -12.0, -11.5, -11.0, -10.5, -10.0, -9.5, -9.0, -8.5, -8.0, -7.5, -7.0, -6.5, -6.0, -5.5, -5.0, -4.5, -4.0, -3.5, -3.0, -2.5, -2.0, -1.5, -1.0, -0.5, 0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0]","[-30.0, -29.5, -29.0, -28.5, -28.0, -27.5, -27.0, -26.5, -26.0, -25.5, -25.0, -24.5, -24.0, -23.5, -23.0, -22.5, -22.0, -21.5, -21.0, -20.5, -20.0, -19.5, -19.0, -18.5, -18.0, -17.5, -17.0, -16.5, -16.0, -15.5, -15.0, -14.5, -14.0, -13.5, -13.0, -12.5, -12.0, -11.5, -11.0, -10.5, -10.0, -9.5, -9.0, -8.5, -8.0, -7.5, -7.0, -6.5, -6.0, -5.5, -5.0, -4.5, -4.0, -3.5, -3.0, -2.5, -2.0, -1.5, -1.0, -0.5, 0.0, 0.5, 1.0, 1.5, 2.0, 2.5, 3.0, 3.5, 4.0, 4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0, 10.5, 11.0, 11.5, 12.0, 12.5, 13.0, 13.5, 14.0, 14.5, 15.0, 15.5, 16.0, 16.5, 17.0, 17.5, 18.0, 18.5, 19.0, 19.5, 20.0, 20.5, 21.0, 21.5, 22.0, 22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0]"
cl,"[-0.9201, -0.9116, -0.9096, -0.8956, -0.892, -0.8866, -0.8874, -0.887, -0.8932, -0.9038, -0.9092, -0.9239, -0.9351, -0.949, -0.9521, -0.945, -0.9388, -0.94, -0.9358, -0.9257, -0.9299, -0.9251, -0.9154, -0.9068, -0.901, -0.8921, -0.885, -0.8821, -0.8677, -0.8506, -0.8313, -0.8037, -0.7794, -0.7458, -0.7155, -0.6788, -0.6439, -0.6038, -0.5667, -0.5233, -0.4852, -0.4426, -0.4014, -0.3634, -0.3246, -0.294, -0.255, -0.2156, -0.1755, -0.1347, -0.0982, -0.0588, -0.0327, 0.0074, 0.0447, 0.0913, 0.1347, 0.1823, 0.2304, 0.274, 0.3258, 0.3726, 0.42, 0.4706, 0.5151, 0.5654, 0.6123, 0.6587, 0.7054, 0.7499, 0.7935, 0.8358, 0.8733, 0.9163, 0.9928, 1.0261, 1.0545, 1.0854, 1.1204, 1.1492, 1.1747, 1.1943, 1.217, 1.236, 1.2493, 1.2642, 1.2757, 1.2816, 1.2976, 1.302, 1.3121, 1.315, 1.3231, 1.3296, 1.3322, 1.336, 1.3402, 1.3379, 1.3366, 1.3364, 1.3319, 1.3253, 1.3236, 1.3255, 1.3234, 1.3195, 1.3214, 1.3244, 1.3268, 1.3307, 1.3373, 1.345, 1.3493, 1.3578, 1.3689, 1.3761, 1.3858, 1.3938, 1.3971, 1.3939]","[-0.9228, -0.9146, -0.9114, -0.8981, -0.8957, -0.8891, -0.8907, -0.8906, -0.897, -0.9075, -0.9142, -0.9274, -0.9386, -0.9541, -0.9566, -0.9496, -0.9467, -0.9459, -0.9408, -0.9323, -0.936, -0.9304, -0.9199, -0.9123, -0.9064, -0.8969, -0.8899, -0.885, -0.8696, -0.8531, -0.833, -0.8057, -0.7807, -0.7466, -0.7164, -0.6791, -0.6444, -0.6042, -0.5671, -0.5235, -0.4855, -0.4428, -0.4019, -0.3638, -0.325, -0.2942, -0.2549, -0.2153, -0.1751, -0.1345, -0.0973, -0.0577, -0.0312, 0.0085, 0.0457, 0.0921, 0.1356, 0.1828, 0.2311, 0.2743, 0.3262, 0.3733, 0.4202, 0.4709, 0.5157, 0.5656, 0.6125, 0.6588, 0.7057, 0.7497, 0.7939, 0.8358, 0.8733, 0.9165, 0.9536, 0.9931, 1.0263, 1.0551, 1.0858, 1.1212, 1.1501, 1.1754, 1.1952, 1.2191, 1.2373, 1.2504, 1.2662, 1.2778, 1.2847, 1.3004, 1.3047, 1.3143, 1.3181, 1.3275, 1.3326, 1.3345, 1.3403, 1.3426, 1.3412, 1.3405, 1.3403, 1.3344, 1.3286, 1.3276, 1.3286, 1.3256, 1.3217, 1.3263, 1.3263, 1.3291, 1.3335, 1.3388, 1.3483, 1.3511, 1.3603, 1.37, 1.3792, 1.3864, 1.3961, 1.3992, 1.3964]"
cd,"[0.19231, 0.18737, 0.18145, 0.17738, 0.17181, 0.16659, 0.16067, 0.15519, 0.14913, 0.14277, 0.13755, 0.13146, 0.12614, 0.12092, 0.11382, 0.107, 0.10017, 0.09245, 0.08538, 0.07892, 0.07095, 0.06392, 0.05788, 0.05206, 0.04612, 0.04144, 0.03742, 0.0333, 0.03017, 0.02734, 0.02473, 0.02276, 0.02073, 0.01929, 0.01779, 0.01677, 0.01568, 0.01496, 0.01419, 0.01369, 0.01313, 0.01276, 0.01238, 0.01207, 0.01193, 0.01171, 0.0116, 0.0115, 0.01134, 0.01132, 0.01118, 0.01112, 0.01104, 0.01097, 0.01098, 0.01097, 0.01102, 0.01113, 0.01115, 0.01142, 0.01142, 0.01163, 0.01184, 0.01197, 0.0123, 0.01248, 0.01279, 0.01317, 0.01356, 0.01408, 0.01467, 0.01535, 0.01626, 0.01701, 0.01898, 0.02021, 0.02149, 0.02298, 0.0249, 0.02677, 0.02898, 0.03166, 0.03424, 0.03719, 0.04066, 0.04413, 0.04797, 0.05235, 0.05594, 0.06065, 0.06493, 0.06996, 0.07453, 0.0793, 0.08456, 0.08973, 0.09484, 0.10078, 0.10661, 0.11235, 0.11867, 0.12527, 0.13135, 0.137, 0.14319, 0.14962, 0.1553, 0.16085, 0.16649, 0.1719, 0.17691, 0.18172, 0.18696, 0.19157, 0.19575, 0.20046, 0.20473, 0.20924, 0.21438, 0.22048]","[0.19152, 0.18654, 0.18081, 0.17666, 0.17092, 0.16589, 0.15987, 0.15435, 0.14826, 0.14193, 0.13653, 0.13062, 0.12529, 0.11987, 0.11304, 0.10622, 0.09902, 0.09157, 0.08462, 0.078, 0.0701, 0.06316, 0.05722, 0.05132, 0.04541, 0.04082, 0.03681, 0.0329, 0.02986, 0.02701, 0.02448, 0.02251, 0.02054, 0.01915, 0.01767, 0.01668, 0.0156, 0.01489, 0.01413, 0.01365, 0.01308, 0.01273, 0.01235, 0.01205, 0.01191, 0.01169, 0.01158, 0.01147, 0.01132, 0.0113, 0.01116, 0.0111, 0.01102, 0.01095, 0.01095, 0.01095, 0.011, 0.01112, 0.01113, 0.01139, 0.0114, 0.01159, 0.01182, 0.01194, 0.01226, 0.01245, 0.01275, 0.01313, 0.01351, 0.01404, 0.0146, 0.01528, 0.01619, 0.01692, 0.01795, 0.01887, 0.02008, 0.02134, 0.02283, 0.02472, 0.02657, 0.02876, 0.03141, 0.0339, 0.0369, 0.04036, 0.04374, 0.04756, 0.05182, 0.05543, 0.06014, 0.06444, 0.06937, 0.07379, 0.0787, 0.08402, 0.08895, 0.09426, 0.10008, 0.10584, 0.11156, 0.11803, 0.12452, 0.13048, 0.13622, 0.14252, 0.14893, 0.15422, 0.16016, 0.16573, 0.17105, 0.17625, 0.18077, 0.1862, 0.19067, 0.19505, 0.19945, 0.20408, 0.20829, 0.21346, 0.21946]"
cdp,"[0.189, 0.18402, 0.17801, 0.17397, 0.16839, 0.16311, 0.15719, 0.15169, 0.1456, 0.1392, 0.13394, 0.12781, 0.12241, 0.11717, 0.11001, 0.10308, 0.09619, 0.0884, 0.08123, 0.07465, 0.06659, 0.05947, 0.05333, 0.04741, 0.04139, 0.03662, 0.03248, 0.02828, 0.02505, 0.0221, 0.01942, 0.01734, 0.01521, 0.0137, 0.01216, 0.01102, 0.00992, 0.00912, 0.00832, 0.00776, 0.00715, 0.00671, 0.0063, 0.00594, 0.0057, 0.00547, 0.0053, 0.00513, 0.00497, 0.00487, 0.00473, 0.00464, 0.00453, 0.00447, 0.00445, 0.00448, 0.00454, 0.00464, 0.00472, 0.00492, 0.00503, 0.00523, 0.00547, 0.00567, 0.00602, 0.00632, 0.0067, 0.00715, 0.00763, 0.00821, 0.00887, 0.00961, 0.01057, 0.01142, 0.01364, 0.01502, 0.01649, 0.01806, 0.01993, 0.02176, 0.02394, 0.02657, 0.02913, 0.03206, 0.03552, 0.03899, 0.04284, 0.04722, 0.05086, 0.05559, 0.05991, 0.06498, 0.0696, 0.07442, 0.07973, 0.08495, 0.0901, 0.09607, 0.10195, 0.10772, 0.11406, 0.12069, 0.12681, 0.13249, 0.13872, 0.14519, 0.15091, 0.1565, 0.16221, 0.16765, 0.17273, 0.1776, 0.18287, 0.18755, 0.19179, 0.19655, 0.20089, 0.20545, 0.21062, 0.21674]","[0.1882, 0.18318, 0.17736, 0.17324, 0.16748, 0.1624, 0.15637, 0.15083, 0.14472, 0.13834, 0.13291, 0.12696, 0.12153, 0.11611, 0.10921, 0.10228, 0.09502, 0.0875, 0.08045, 0.07371, 0.06573, 0.0587, 0.05265, 0.04665, 0.04065, 0.03597, 0.03185, 0.02787, 0.02472, 0.02175, 0.01916, 0.01708, 0.01501, 0.01355, 0.01202, 0.01092, 0.00984, 0.00905, 0.00825, 0.00771, 0.00711, 0.00668, 0.00626, 0.00591, 0.00568, 0.00545, 0.00528, 0.00511, 0.00495, 0.00485, 0.00471, 0.00462, 0.00451, 0.00446, 0.00443, 0.00446, 0.00451, 0.00462, 0.0047, 0.0049, 0.00501, 0.0052, 0.00544, 0.00565, 0.00598, 0.00628, 0.00666, 0.00711, 0.00758, 0.00817, 0.0088, 0.00955, 0.0105, 0.01133, 0.01245, 0.01353, 0.0149, 0.01634, 0.01791, 0.01973, 0.02155, 0.02372, 0.02632, 0.02878, 0.03176, 0.03521, 0.0386, 0.04242, 0.04668, 0.05033, 0.05506, 0.05942, 0.06438, 0.06885, 0.07381, 0.07918, 0.08415, 0.08951, 0.09537, 0.10117, 0.10691, 0.1134, 0.11993, 0.12594, 0.1317, 0.13804, 0.14448, 0.14981, 0.1558, 0.16143, 0.16679, 0.17205, 0.17663, 0.1821, 0.18663, 0.19108, 0.19553, 0.20022, 0.20448, 0.20969, 0.21571]"
cm,"[-0.0392, -0.0438, -0.0488, -0.0526, -0.057, -0.0611, -0.0652, -0.0686, -0.0719, -0.0749, -0.0768, -0.0785, -0.0794, -0.0797, -0.0839, -0.0889, -0.0938, -0.099, -0.104, -0.1088, -0.1141, -0.1192, -0.1232, -0.1266, -0.1299, -0.1313, -0.1309, -0.1302, -0.1294, -0.1284, -0.1275, -0.1266, -0.1252, -0.1243, -0.1228, -0.1214, -0.1197, -0.1182, -0.1162, -0.1147, -0.1123, -0.1103, -0.108, -0.1049, -0.1018, -0.097, -0.0938, -0.0905, -0.0874, -0.0844, -0.0805, -0.0772, -0.0712, -0.068, -0.0643, -0.0625, -0.0602, -0.0586, -0.0573, -0.0551, -0.0545, -0.0531, -0.0519, -0.0512, -0.0497, -0.0491, -0.0481, -0.0471, -0.0462, -0.0451, -0.0439, -0.0426, -0.0408, -0.0399, -0.0369, -0.0349, -0.0318, -0.0295, -0.0293, -0.0278, -0.0262, -0.0242, -0.0228, -0.0213, -0.0197, -0.0184, -0.0172, -0.0158, -0.0152, -0.0143, -0.0139, -0.0133, -0.0132, -0.0131, -0.0132, -0.0135, -0.014, -0.0147, -0.0156, -0.0167, -0.0182, -0.0199, -0.022, -0.0242, -0.0268, -0.0297, -0.0326, -0.0358, -0.0392, -0.0427, -0.0462, -0.0499, -0.0538, -0.0576, -0.0614, -0.0655, -0.0696, -0.0739, -0.0787, -0.0841]","[-0.0394, -0.044, -0.0489, -0.0527, -0.0573, -0.0612, -0.0653, -0.0688, -0.0721, -0.0751, -0.077, -0.0787, -0.0795, -0.08, -0.0839, -0.0888, -0.0938, -0.0989, -0.1038, -0.1086, -0.1139, -0.119, -0.123, -0.1264, -0.1296, -0.131, -0.1305, -0.1298, -0.129, -0.1279, -0.127, -0.1261, -0.1248, -0.1238, -0.1223, -0.1209, -0.1192, -0.1178, -0.1157, -0.1143, -0.1119, -0.1099, -0.1076, -0.1045, -0.1014, -0.0967, -0.0935, -0.0903, -0.0873, -0.0842, -0.0805, -0.0772, -0.0713, -0.0681, -0.0644, -0.0626, -0.0603, -0.0587, -0.0574, -0.0552, -0.0546, -0.0533, -0.052, -0.0514, -0.0499, -0.0493, -0.0483, -0.0473, -0.0464, -0.0452, -0.0441, -0.0428, -0.041, -0.0401, -0.0385, -0.0372, -0.0351, -0.0321, -0.0298, -0.0297, -0.0281, -0.0265, -0.0246, -0.0232, -0.0217, -0.02, -0.0188, -0.0175, -0.0162, -0.0156, -0.0146, -0.0142, -0.0136, -0.0135, -0.0134, -0.0135, -0.0138, -0.0142, -0.0149, -0.0157, -0.0168, -0.0183, -0.02, -0.022, -0.0242, -0.0268, -0.0296, -0.0325, -0.0357, -0.039, -0.0425, -0.0461, -0.0496, -0.0536, -0.0573, -0.0612, -0.0652, -0.0694, -0.0735, -0.0783, -0.0836]"
