,0
cl_0_wing,-0.00047749092068671535
cl_X_wing,0.8403132604509391
cl_alpha_wing,4.764740537192231
cm_0_wing,-0.022957752583363574
y_vector_wing,"[0.09981666666666666, 0.29945, 0.4990833333333333, 0.857805623340574, 1.3756168700217217, 1.8934281167028697, 2.4112393633840172, 2.929050610065165, 3.446861856746313, 3.9646731034274607, 4.334538279628281, 4.556457385348773, 4.778376491069265, 5.000295596789757, 5.222214702510248, 5.44413380823074, 5.666052913951233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cl_vector_wing,"[1.0303680959186616, 1.029171922787526, 1.0265774218388672, 1.0210380657337177, 1.001384543727835, 0.9743842889443247, 0.9411798281548411, 0.9015647539688191, 0.8543384905631243, 0.7976191144959668, 0.7452326679672879, 0.700966826530791, 0.6523779689959883, 0.5954549868105563, 0.5254030122437269, 0.4336676562942163, 0.29893091013334355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
chord_vector_wing,"[1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 1.4476913837392502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
coef_k_wing,0.051206703835994294
cl_0_htp,3.548248522153498e-05
cl_X_htp,0.0994290231995873
cl_alpha_htp,0.5694830393794872
cl_alpha_htp_isolated,0.9235544761710686
y_vector_htp,"[0.058567114441223346, 0.17570134332367005, 0.2928355722061167, 0.4099698010885634, 0.5271040299710101, 0.6442382588534568, 0.7613724877359035, 0.8785067166183502, 0.9956409455007968, 1.1127751743832435, 1.2299094032656903, 1.347043632148137, 1.4641778610305836, 1.5813120899130304, 1.6984463187954768, 1.8155805476779237, 1.9327147765603703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
cl_vector_htp,"[0.11944165410893347, 0.11917393968964722, 0.11863247120200872, 0.1178048367815745, 0.11667155043448801, 0.11520489973180459, 0.11336720017803353, 0.11110821679101038, 0.10836134983444257, 0.10503788333260612, 0.10101800895066775, 0.096136086683711, 0.090154657162011, 0.08271387755586046, 0.07321847749301219, 0.06052654095911441, 0.04172174350405808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
coef_k_htp,0.37573518196388567
saved_ref_area,16.733110245324756
