TAPER_RATIO,CORRECTED_AR,CORRECTED_SWEEP,ROLL_DAMPING_PARAMETER
0,6,23.81860480935657,-0.31092069577690284
0,6,26.189270096274427,-0.30877241187965876
0,6,28.559607317917724,-0.30628031557469143
0,6,30.930169572997656,-0.30402405431130297
0,6,33.298782034235,-0.29972440910087894
0,6,35.66790072771572,-0.2959552952815109
0,6,38.03587119273551,-0.2909828380351114
0,6,40.385671094243534,-0.2858055507176467
0,6,42.771320024863314,-0.2805222049307274
0,6,45.13767359674429,-0.27385524367483455
0,6,47.67047759489736,-0.26580773791866547
0,6,49.96094818095169,-0.2585552648049164
0,6,52.32632218786239,-0.24884337083632735
0,6,54.595448650018085,-0.23918148115713578
0,6,56.976449555299695,-0.22902700481581972
0,6,59.43699643568323,-0.21819060358290404
0,6,61.12440398871432,-0.2094532816153678
0,6,63.23327238311998,-0.19918446394744144
0,6,64.81103529455663,-0.19135481674363036
0,6,66.87908971304238,-0.17885933355525718
0,6,68.68605034644514,-0.16978246944244046
0,6,70.1614674792687,-0.1616169206338241
0,8,-19.958257599353093,-0.3258575764644277
0,8,-16.498311602021758,-0.33108587463407335
0,8,-14.122303537775593,-0.334536821376894
0,8,-11.746389206465018,-0.33788953600322236
0,8,-9.4241991346397,-0.34145298815688824
0,8,-6.995732205538673,-0.34336706379972437
0,8,-4.620349027529734,-0.3461631297659293
0,8,-2.245684468693618,-0.3482060828390261
0,8,0.11222068131683471,-0.35007402514525277
0,8,2.503020878609668,-0.35163827763856204
0,8,4.876446823654142,-0.35238316345800974
0,8,7.24939629294272,-0.352628702685288
0,8,9.623098973320822,-0.3536636071343797
0,8,11.995888873445253,-0.3537419178776292
0,8,14.367156729234722,-0.3522251261578362
0,8,16.73880621197621,-0.3511082794837619
0,8,19.11083062646003,-0.3503843612756571
0,8,21.48205831099139,-0.3488254700773672
0,8,23.853285995522768,-0.34726657887907736
0,8,26.223154552488154,-0.3442833219916482
0,8,28.592179513033273,-0.3404159760557878
0,8,30.961063874175025,-0.3364012819451888
0,8,33.32887030655756,-0.33125691849492767
0,8,36.12607356571422,-0.32401033776083094
0,8,38.49395810887641,-0.31894783440764674
0,8,40.86003048195063,-0.31198617680227686
0,8,43.341869262166654,-0.3046257661045184
0,8,45.590353015196584,-0.2961531824697274
0,8,47.882956819041794,-0.28754814626952213
0,8,50.53328951988114,-0.2770845843332627
0,8,52.895773260564425,-0.26636203998218533
0,8,55.30800596281553,-0.25560985830690836
0,8,57.014433908494894,-0.2477804605351705
0,8,59.264981580585456,-0.23499266517461703
0,8,63.313414178699134,-0.2137313195970002
0,8,65.21795241547838,-0.20067857720664378
0,8,68.42112226175966,-0.1787626556201063
0,8,70.12213981758138,-0.16823843230683272
0,10,-20.015666679075096,-0.3456928609157674
0,10,-16.476074578922656,-0.3543902748419283
0,10,-14.09919836915406,-0.35875103809226166
0,10,-11.722393574955433,-0.3630369578252674
0,10,-9.400118697140783,-0.36668928665575984
0,10,-6.969955648252984,-0.37038089583512435
0,10,-4.594416248684745,-0.3733406819954832
0,10,-2.219439246730012,-0.37571107545688787
0,10,0.13947939779944818,-0.37864116001903414
0,10,2.5292024960812753,-0.3790766127488041
0,10,4.903155130954268,-0.3803734695085421
0,10,7.27605103856537,-0.3805628760978246
0,10,9.648377853353288,-0.3801558734084035
0,10,12.020533940294243,-0.37956994793537147
0,10,14.392464621842485,-0.3787477976107744
0,10,16.763926638712817,-0.3774344867037154
0,10,19.225125666854026,-0.3759759611620706
0,10,21.505491544887477,-0.3733834992004581
0,10,23.875500701256243,-0.37054759048776753
0,10,26.245134925882667,-0.36731875330910746
0,10,28.61425361936338,-0.3635496394897394
0,10,30.982981758945826,-0.3593712251849865
0,10,33.350616347613126,-0.354046769521156
0,10,35.71804784825332,-0.3485094776049254
0,10,38.084542019537665,-0.3419898645237711
0,10,40.450333193805136,-0.3347335105689242
0,10,42.815280771652354,-0.3265930675656459
0,10,45.179665951886065,-0.3178632318634135
0,10,47.54320753569951,-0.3082493071127498
0,10,50.12121944942342,-0.29734524223670356
0,10,51.838736903165554,-0.2888631667859752
0,10,54.19986821149256,-0.27672327332550783
0,10,56.56173264528002,-0.2653516953476058
0,10,58.92162690203094,-0.2519153718354309
0,10,60.916907448724274,-0.240657458164536
0,10,62.782040543392725,-0.22863804229450257
0,10,64.60403358263615,-0.21661885751335092
0,10,66.65319482324733,-0.20267194776566322
0,10,68.33313832419257,-0.19072674287243574
0,10,70.244792265051,-0.17730826861074128
0.25,1.5,-20.00527288163647,-0.14151009227638217
0.25,1.5,-13.269101180591527,-0.1422773509042659
0.25,1.5,-8.738577202996595,-0.1432497427444005
0.25,1.5,-4.209526962446397,-0.14293366733971397
0.25,1.5,0.3204390241297759,-0.14341821560345797
0.25,1.5,4.849626925348716,-0.14322249495486972
0.25,1.5,9.379469134286282,-0.14359882619743042
0.25,1.5,13.908854347435287,-0.1435756125505644
0.25,1.5,18.438467918631204,-0.14375204908185107
0.25,1.5,22.96775399270608,-0.14364215955873322
0.25,1.5,27.49699645982733,-0.14349414509902336
0.25,1.5,32.02616257028285,-0.14327937309728117
0.25,1.5,36.555481394069815,-0.14319811617960365
0.25,1.5,41.084621340353166,-0.14296046921590633
0.25,1.5,45.61264477063632,-0.14174666826346932
0.25,1.5,50.140223276501914,-0.14014387624880514
0.25,1.5,54.667341239541,-0.13813843822013444
0.25,1.5,59.193294496446484,-0.1351147142574905
0.25,1.5,63.71833734695295,-0.13129503498599865
0.25,1.5,70.01011645726427,-0.12353620000106785
0.25,3,-20.101775069993586,-0.2457110361698705
0.25,3,-13.362072095643398,-0.24956563660176984
0.25,3,-8.831331863156038,-0.25072709700500323
0.25,3,-4.3012670934808455,-0.2512980099210269
0.25,3,0.20003113234683667,-0.25131501779372645
0.25,3,4.758304454850787,-0.2519519921766837
0.25,3,9.287586079236505,-0.25183821235391346
0.25,3,13.817053700628477,-0.2518870470566068
0.25,3,18.346084718521567,-0.25155416555742266
0.25,3,22.87501001180057,-0.25112885053850137
0.25,3,27.40334207252282,-0.25018488076994366
0.25,3,31.929648634746385,-0.24747004659968747
0.25,3,36.45665824785482,-0.2453698797744846
0.25,3,40.98225321579034,-0.24203290888384243
0.25,3,45.50686142066115,-0.23783322514232003
0.25,3,50.029143684022245,-0.23160000396657998
0.25,3,54.54863599228959,-0.22292756490888688
0.25,3,58.4193198383161,-0.21272544172064134
0.25,3,62.036693708910846,-0.20105802572632264
0.25,3,65.50849904317992,-0.18783640368729987
0.25,3,68.33992532531678,-0.17652623892694852
0.25,3,70.23088547034105,-0.16797996571959473
0.25,4.5,-20.079634128759746,-0.3250685447914608
0.25,4.5,-13.487179555636239,-0.3287574001508827
0.25,4.5,-9.004590744290596,-0.3306779037844988
0.25,4.5,-4.424260061192122,-0.332338443864883
0.25,4.5,0.16760326266464176,-0.3330613988449624
0.25,4.5,4.636686886054143,-0.33419491774304644
0.25,4.5,9.166105115896606,-0.33420057011959997
0.25,4.5,13.694586686174105,-0.3333873144193575
0.25,4.5,18.300631232902077,-0.33181483241580745
0.25,4.5,22.74910961720215,-0.32962736268958537
0.25,4.5,27.27491603436583,-0.32647525883841755
0.25,4.5,31.7993715259052,-0.3221420600128303
0.25,4.5,36.32224114823339,-0.31642235839118554
0.25,4.5,40.843407429556976,-0.3092134500626643
0.25,4.5,45.36111363260163,-0.2989794447245629
0.25,4.5,48.80244448122855,-0.2905429866669514
0.25,4.5,51.810747679696505,-0.2806594973275167
0.25,4.5,55.14015052408439,-0.2686516984209197
0.25,4.5,58.35997485703149,-0.2551266866546702
0.25,4.5,61.89988146028119,-0.23858788835297662
0.25,4.5,64.96873247934899,-0.22164049359511728
0.25,4.5,67.08529680316533,-0.20869387384597304
0.25,4.5,68.20677362193763,-0.20322585172771246
0.25,4.5,70.19522365917518,-0.1910870679574324
0.25,6,-20.100913610175194,-0.37789276961111495
0.25,6,-13.42468456153653,-0.383395880706631
0.25,6,-8.891448053438985,-0.38673979921476975
0.25,6,-4.3588282722569005,-0.3895445221911083
0.25,6,0.08594316501049093,-0.3909732644877429
0.25,6,4.702740296562887,-0.39194447093068935
0.25,6,9.242747585153701,-0.39177941467009114
0.25,6,13.760314824406372,-0.3908524867024218
0.25,6,18.286767336433883,-0.38826525436075887
0.25,6,22.812103866423897,-0.3847023348663148
0.25,6,27.335502111822464,-0.37944480084335586
0.25,6,31.856580289300993,-0.37215886458172026
0.25,6,36.37498598347919,-0.3625364143489507
0.25,6,40.67571335308621,-0.3511723432053668
0.25,6,44.437047633477334,-0.3396531712044596
0.25,6,47.76677203530562,-0.3279265053743345
0.25,6,50.77237868470202,-0.3156854617037553
0.25,6,53.077867112703515,-0.3041982016136352
0.25,6,56.028485574997745,-0.29102462864801404
0.25,6,58.494601637129634,-0.27854324296904615
0.25,6,61.64859128774596,-0.25984086131742823
0.25,6,60.20853977221152,-0.2684434410692068
0.25,6,63.288998273657526,-0.24911682980596206
0.25,6,66.45081009167015,-0.2276253414199641
0.25,6,68.88623123788571,-0.20951083677294308
0.25,6,70.25031167402645,-0.1998211609416965
0.25,8,-20.041334052403084,-0.4299823258347172
0.25,8,-13.360456858483865,-0.4395492439469607
0.25,8,-8.884311197019777,-0.44440802225556525
0.25,8,-4.2904988457506334,-0.44928396365087075
0.25,8,0.21243055873160444,-0.4507270877186954
0.25,8,4.769943951715533,-0.4506996665784357
0.25,8,9.298354326966724,-0.44982416608375736
0.25,8,13.824707165957385,-0.4471497910298843
0.25,8,18.26293084115143,-0.44285391848525457
0.25,8,22.41669226408895,-0.43599210088506524
0.25,8,26.743708584518288,-0.427762459828842
0.25,8,31.202463970867,-0.41741716903657106
0.25,8,35.34496738587255,-0.40486301186999074
0.25,8,38.6758766332584,-0.39417223958448544
0.25,8,41.68175956727664,-0.38217274761185177
0.25,8,44.47231670395506,-0.3704884156792806
0.25,8,46.93966488501114,-0.35908425397401733
0.25,8,49.4164895690387,-0.3473938348666961
0.25,8,52.25767170905441,-0.333955182543579
0.25,8,56.197845193534775,-0.31052189514040546
0.25,8,54.55209874038201,-0.32024071038397256
0.25,8,58.20537658905815,-0.2980588676075089
0.25,8,60.377152069906415,-0.28385876419673306
0.25,8,62.662747157983546,-0.2691218983441816
0.25,8,65.02678948062974,-0.2515825738985302
0.25,8,66.96295900768374,-0.236592829796339
0.25,8,68.37802957085418,-0.22519737931108125
0.25,8,70.42309030148296,-0.2013280262526574
0.25,8,70.17692693788412,-0.21223336305725676
0.25,10,-20.116338902564262,-0.4672637996938106
0.25,10,-13.528059739746581,-0.48158786775727275
0.25,10,-9.039159489318074,-0.4890263724176229
0.25,10,-4.454097896720931,-0.4948230790882663
0.25,10,0.07881022431772777,-0.49787989348206985
0.25,10,4.638055387950594,-0.498248522258235
0.25,10,9.13775080672864,-0.49798223124703933
0.25,10,13.660925677732159,-0.4925294041815381
0.25,10,18.18277543130837,-0.4859180458796005
0.25,10,22.702502683162564,-0.47745101464354556
0.25,10,27.004741729269114,-0.4674085806681334
0.25,10,30.826579150180578,-0.45640548771262834
0.25,10,34.205766530150214,-0.44601883515274754
0.25,10,37.10248428198652,-0.4328634981867858
0.25,10,39.81050099255451,-0.4215427233822675
0.25,10,41.93081812429584,-0.41134965746292956
0.25,10,44.39753416026356,-0.3993928203375712
0.25,10,47.07642848370614,-0.38436900026164167
0.25,10,49.11207076073666,-0.3726733910369021
0.25,10,51.039606683077125,-0.3607476545688517
0.25,10,53.182764752054425,-0.348765852017578
0.25,10,55.171894339461446,-0.33411914843629015
0.25,10,57.3550782522333,-0.3194170836025394
0.25,10,59.461110318891954,-0.30270764003250256
0.25,10,61.113296967930964,-0.2917046301431095
0.25,10,62.75382817881342,-0.27803844798402366
0.25,10,64.51843773194005,-0.26509708586043884
0.25,10,66.0144543702177,-0.25304306104032703
0.25,10,67.87451037527661,-0.23599814791224388
0.25,10,69.2184056941782,-0.22564050427437132
0.25,10,70.12630353643495,-0.2165454749331211
0.5,1.5,-20.007778737390577,-0.14507632646253954
0.5,1.5,-14.337704952330654,-0.14514179838142882
0.5,1.5,-10.889998074117798,-0.14513472129555915
0.5,1.5,-7.441994863051953,-0.1452762339688246
0.5,1.5,-3.9944537597853795,-0.1451860325884584
0.5,1.5,-0.5464185753546289,-0.14534357762041072
0.5,1.5,2.902218716192344,-0.14580303636350667
0.5,1.5,6.3498009446202985,-0.1457334563140602
0.5,1.5,9.797408948677571,-0.14567680090159862
0.5,1.5,13.244188367617205,-0.14520466923729436
0.5,1.5,16.692311015419328,-0.14540607090261148
0.5,1.5,20.140496726629145,-0.14563909436234979
0.5,1.5,23.58705871799902,-0.14505793830235492
0.5,1.5,27.03359630940519,-0.1444645474034163
0.5,1.5,30.482721484380754,-0.14516864483712888
0.5,1.5,33.92948653847528,-0.14468931022906661
0.5,1.5,37.37585933962213,-0.14401328878580832
0.5,1.5,40.82257533313682,-0.1435093538012826
0.5,1.5,44.26848677948032,-0.14260199587805744
0.5,1.5,47.71420099881748,-0.14159574269880104
0.5,1.5,51.15996676941328,-0.14061533879351484
0.5,1.5,54.60456423788934,-0.13904911482533655
0.5,1.5,58.048091293714315,-0.1369461553706811
0.5,1.5,61.490347234516115,-0.13420582252583424
0.5,1.5,64.93012784606225,-0.130224288868509
0.5,1.5,70.07161815286653,-0.1223857595478377
0.5,3,-20.08265266529846,-0.2603875936737673
0.5,3,-15.18505038389982,-0.2605041552896156
0.5,3,-11.736171264819383,-0.26108487326734575
0.5,3,-8.288429459180726,-0.2610953097906939
0.5,3,-4.8400186456351335,-0.26144120599309023
0.5,3,-1.2723024839370183,-0.26158292735379435
0.5,3,2.056200874339801,-0.2618310846867396
0.5,3,5.155896652348169,-0.26192778530770877
0.5,3,8.952052439965925,-0.2620364605569124
0.5,3,12.399493192046464,-0.26189594022468893
0.5,3,15.845830081080557,-0.2612019114220359
0.5,3,19.292166970114643,-0.26050788261938285
0.5,3,22.738637660730127,-0.2598809457525395
0.5,3,26.183971037903824,-0.2586837274313142
0.5,3,29.648333814315528,-0.2574946482998571
0.5,3,33.07205096167774,-0.25499218002987734
0.5,3,36.51661078035817,-0.25340707737846263
0.5,3,39.95874728442369,-0.25060685554156387
0.5,3,43.40020140042413,-0.247464464832036
0.5,3,46.839959711706705,-0.24347174918540915
0.5,3,50.277421095842136,-0.2383272886407169
0.5,3,53.714124271016395,-0.23280264045977
0.5,3,57.148218315353596,-0.2259696995305352
0.5,3,60.57830786950503,-0.2171287928081405
0.5,3,63.895038175304045,-0.2054708767428307
0.5,3,67.30521304060824,-0.19264690455428285
0.5,3,69.99403607378011,-0.18100873742034268
0.5,4.5,-20.13497447595402,-0.34025211830658697
0.5,4.5,-14.369950264603425,-0.3450713039798029
0.5,4.5,-10.920565190192498,-0.34590572241610307
0.5,4.5,-7.467174467140531,-0.3487486875281245
0.5,4.5,-4.018161546478709,-0.3493964974416642
0.5,4.5,-0.5440662354313659,-0.3506158775083048
0.5,4.5,2.8793959893100975,-0.3504572954934099
0.5,4.5,6.327606100483614,-0.3507025537920918
0.5,4.5,9.773742287145623,-0.3499078870857243
0.5,4.5,13.220413680133184,-0.3493815881225954
0.5,4.5,16.66447072923507,-0.3475443824396534
0.5,4.5,20.109068197711146,-0.3459781584714751
0.5,4.5,23.55226074958265,-0.3437074691772956
0.5,4.5,26.995057109758626,-0.3412381180472123
0.5,4.5,30.436309538700023,-0.3379945956837931
0.5,4.5,33.87548804312993,-0.3337111483153245
0.5,4.5,37.31185671435072,-0.32801877029485355
0.5,4.5,40.70230951768662,-0.32154826990064567
0.5,4.5,44.178238481676395,-0.3134471473029538
0.5,4.5,47.61031015276074,-0.30560013064263963
0.5,4.5,51.03672595570027,-0.2949171000982855
0.5,4.5,54.35388952376284,-0.28347643411083545
0.5,4.5,57.78646042504007,-0.27019295029962914
0.5,4.5,60.103499867409845,-0.25997418902125075
0.5,4.5,62.89832776013754,-0.24593736330434923
0.5,4.5,64.35301237454621,-0.2386592920685266
0.5,4.5,66.38456880291392,-0.22767011705170892
0.5,4.5,68.57490089433628,-0.2148148313299803
0.5,4.5,69.93169380449595,-0.20704731456270914
0.5,6,-20.094128088556673,-0.4054033190252636
0.5,6,-14.669675364165528,-0.41087880195166215
0.5,6,-11.216849098434182,-0.4134387320357765
0.5,6,-7.765427749307392,-0.41529419679388974
0.5,6,-4.315344415994467,-0.41647874219390657
0.5,6,-0.8329017477471723,-0.41799960720695906
0.5,6,2.5812765087246277,-0.4170698966949848
0.5,6,6.026877489061093,-0.4160068622453788
0.5,6,9.471876362281321,-0.4146419140846294
0.5,6,12.915737922059769,-0.4127066844694981
0.5,6,16.358328366815037,-0.41013408146417524
0.5,6,19.806008331386657,-0.4069355940145315
0.5,6,23.24057083458367,-0.4035154668372425
0.5,6,26.676237771536712,-0.39747121920537176
0.5,6,30.10713913024076,-0.3922152895751708
0.5,6,33.547999115430066,-0.3855970696066841
0.5,6,36.980621342372025,-0.3780261173835433
0.5,6,40.410968942430394,-0.36931460225163865
0.5,6,43.532192494478856,-0.3593616569331161
0.5,6,46.497855828417094,-0.34925714500610117
0.5,6,49.37611464049936,-0.3390992518583459
0.5,6,51.75158639027445,-0.32922120687775286
0.5,6,54.20711880416017,-0.31793051508620873
0.5,6,56.55351894121005,-0.30594233824077277
0.5,6,59.347198162553546,-0.29076085632932636
0.5,6,60.9906440529468,-0.2808797569403103
0.5,6,63.262438199970525,-0.2664390711421075
0.5,6,66.23297691432055,-0.24644238488095965
0.5,6,67.81464463786119,-0.2358121542834411
0.5,6,68.77162281824178,-0.22862879272208397
0.5,6,70.05666464700468,-0.219311733337212
0.5,8,-20.098223848466823,-0.46867798400877647
0.5,8,-15.188425543270988,-0.47490998041436117
0.5,8,-11.638204741875548,-0.47863758695501885
0.5,8,-8.280585848296091,-0.48112654685798906
0.5,8,-4.831063496938036,-0.48202979987778233
0.5,8,-1.3246907378421398,-0.48283823577881924
0.5,8,2.0668954435949303,-0.4832918737369569
0.5,8,5.512331633672076,-0.4821462087430313
0.5,8,8.957160793198156,-0.4806961612870775
0.5,8,12.40042024586036,-0.4784590179608028
0.5,8,15.842007178755225,-0.47538322543690764
0.5,8,19.2822828561525,-0.47164993194207805
0.5,8,22.72036418761504,-0.4668163306999704
0.5,8,26.156561407458803,-0.4610379820604533
0.5,8,29.60853926372311,-0.4536387501122344
0.5,8,33.02037169374308,-0.44517694500350213
0.5,8,36.44483202422044,-0.43351338469597345
0.5,8,39.65371889257214,-0.42180424447014875
0.5,8,42.43258659285848,-0.41056943358098447
0.5,8,45.42425615108461,-0.39799044108263093
0.5,8,47.90482336215265,-0.38574677272406127
0.5,8,49.26432713076314,-0.37862770840796967
0.5,8,51.501536230562444,-0.365912582357811
0.5,8,54.116254980466685,-0.35040426844553835
0.5,8,56.18607404537074,-0.33779319550791825
0.5,8,58.420004663345075,-0.3234341449998189
0.5,8,59.47345610378644,-0.31557496480761943
0.5,8,62.24271540914355,-0.29536649505100987
0.5,8,65.3926914009308,-0.27212594368674864
0.5,8,66.23407841445899,-0.26542661607337353
0.5,8,67.92749518534416,-0.25016126246520204
0.5,8,70.00722268714517,-0.23492160322898437
0.5,10,-20.08054182192143,-0.5204014001765367
0.5,10,-15.083905945627258,-0.5273190929471477
0.5,10,-11.628537449849553,-0.5311537698116452
0.5,10,-8.175510481746123,-0.533814337799474
0.5,10,-4.723955331037949,-0.5357368944933969
0.5,10,-1.216990993139703,-0.5368419649081834
0.5,10,2.1720099659323537,-0.5359992985090078
0.5,10,5.616387154142615,-0.5343226197218321
0.5,10,9.10263065954993,-0.531393502892084
0.5,10,12.499500316877239,-0.5281405964278391
0.5,10,15.938478118935066,-0.523756511155656
0.5,10,19.375429782760456,-0.5183564622840698
0.5,10,22.809208437655833,-0.5113653760775695
0.5,10,26.240990205313828,-0.5033729935563342
0.5,10,29.667737036841082,-0.492855950203821
0.5,10,32.10909974741242,-0.4852650756451089
0.5,10,34.91146462722762,-0.4750075105963737
0.5,10,37.90487635065961,-0.4633020895083826
0.5,10,40.739922678871245,-0.45142375090241194
0.5,10,43.279941002455836,-0.43927706282369694
0.5,10,45.1634803443276,-0.42930367068726333
0.5,10,47.50978317113648,-0.41726669970669317
0.5,10,49.74900061886006,-0.40555861668712967
0.5,10,51.77204857150874,-0.3935060857990222
0.5,10,53.5797110252576,-0.38150222512443593
0.5,10,55.2806349568691,-0.37000117639475727
0.5,10,56.980622277410895,-0.3580304841144111
0.5,10,58.70508421837017,-0.345352139845911
0.5,10,60.27093696529224,-0.3331270224932359
0.5,10,61.755293480173485,-0.3210819966078181
0.5,10,63.38619146739631,-0.307970179898899
0.5,10,64.58591836830118,-0.29810726086850653
0.5,10,67.35903825495276,-0.2729203651315907
0.5,10,65.78091157281372,-0.2867087744849531
0.5,10,69.16596415182076,-0.25528504165444327
0.5,10,69.86592060449496,-0.24861362480270444
1,1.5,-20.116076748213736,-0.14459671038097732
1,1.5,-13.071560068206189,-0.144323177956741
1,1.5,-8.543809466429117,-0.1446299680678007
1,1.5,-4.0160818168168575,-0.14494953105858255
1,1.5,0.51225176994663,-0.1449318900247023
1,1.5,5.039725415601545,-0.1453928062177413
1,1.5,9.569809487468603,-0.14440102022372636
1,1.5,14.097950276047598,-0.1444906713795111
1,1.5,18.68560811456399,-0.14418635697241133
